HU number,Shipping Point,Packed Quantity,Material,Packaging Materials,Length,Width,Height,Total Volume
LELMECB40062571368E,CND7,10,SEF901376/0214,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40062571368E,CND7,10,SXK1255991/1,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40062562397E,CND7,32,TSR3912079/0200,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40062562397E,CND7,168,TSR3912079/0200,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40062570248E,CND7,1,RPM777382/05000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40062598600E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062599287E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062599669E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062602031E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062602666E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062603267E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062603830E,CND7,4,BML901492/1,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062636920E,CND7,135,RPM777523/15000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062561895E,CND7,59,RPM2531610/20M,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062561895E,CND7,6,RPM2531610/20M,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062569358E,CND7,500,NGH10903/020,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40062553463E,CND7,3,RDH10248/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062553463E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062553463E,CND7,3,RPM2531619/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062553463E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062553463E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062553463E,CND7,3,RDH10248/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062591670E,CND7,1,KRC161837/2,EAB-PACK,0.56,0.398,0.26,0.058
LELMECB40062677305E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062597610E,CND7,64,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062598570E,CND7,4,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062598570E,CND7,68,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062598570E,CND7,68,RNT44736/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062599812E,CND7,68,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062570231E,CND7,12,NGH10903/020,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40062570231E,CND7,80,NGH10903/020,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40062570231E,CND7,500,NGH10903/020,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40062550820E,CND7,80,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062550820E,CND7,20,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062550868E,CND7,100,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062551872E,CND7,100,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062554576E,CND7,68,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062570217E,CND7,1,RPM1192060/5,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40062570217E,CND7,1,SEF901377/4,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40062570217E,CND7,1,RDH10265/1,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40062570217E,CND7,1,SEF901376/0214,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40062570217E,CND7,1,RPM777045/03000,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40062555665E,CND7,100,SEF901376/0214,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062378998E,CND7,32,RDH10275/3,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40062614638E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062614645E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062614669E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062614706E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062614935E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062614942E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062614966E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062615215E,CND7,12,BML901492/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062556488E,CND7,65,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062557270E,CND7,65,SEF901377/5,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062557270E,CND7,65,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062557270E,CND7,65,RNT44736/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062600808E,CND7,49,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062600808E,CND7,20,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062601904E,CND7,49,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062601904E,CND7,29,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062601904E,CND7,49,RNT44736/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062617875E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062617905E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062606046E,CND7,12,KRC1610005/1R1C,EAB-PACK,1.2,0.8,0.96,0.922
LELMECB40062606077E,CND7,12,KRC1610005/1R1C,EAB-PACK,1.2,0.8,0.96,0.922
LELMECB40062607814E,CND7,1,KRC1610005/1R1C,EAB-PACK,0.595,0.395,0.27,0.063
LELMECB40062566586E,CND7,100,SXK1255991/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062560614E,CND7,109,TSR3912079/0500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40062560614E,CND7,11,TSR3912079/0500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40062570866E,CND7,166,NGH10903/030,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40062570866E,CND7,198,NGH10903/030,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40062570835E,CND7,10,RPM777567/05000,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062570873E,CND7,17,RPM2530292/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552572E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552572E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552572E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062551476E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062551476E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062551476E,CND7,3,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552978E,CND7,4,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552978E,CND7,4,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552978E,CND7,4,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062607470E,CND7,1,KRC1610005/1R1C,EAB-PACK,0.595,0.395,0.27,0.063
LELMECB40062607494E,CND7,1,KRC1610005/1R1C,EAB-PACK,0.595,0.395,0.27,0.063
LELMECB40062607630E,CND7,1,KRC1610005/1R1C,EAB-PACK,0.595,0.395,0.27,0.063
LELMECB40062560812E,CND7,3,RPM2531610/20M,RTK21717/441,1.2,0.8,0.6,0.576
LELMECB40062560812E,CND7,10,RPM2531610/20M,RTK21717/441,1.2,0.8,0.6,0.576
LELMECB40062560812E,CND7,37,RPM2531610/20M,RTK21717/441,1.2,0.8,0.6,0.576
LELMECB40062616878E,CND7,1,KRC161818/2,EAB-PACK,0.625,0.4,0.245,0.061
LELMECB40062616892E,CND7,1,KRC161818/2,EAB-PACK,0.625,0.4,0.245,0.061
LELMECB40062616922E,CND7,1,KRC161818/2,EAB-PACK,0.625,0.4,0.245,0.061
LELMECB40062616946E,CND7,1,KRC161818/2,EAB-PACK,0.625,0.4,0.245,0.061
LELMECB40062614232E,CND7,1,KRC161635/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062614249E,CND7,1,KRC161635/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062614263E,CND7,1,KRC161635/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062641467E,CND7,12,BML901492/1,EAB-PACK,1.2,0.8,0.75,0.72
LELMECB40062641481E,CND7,12,BML901492/1,EAB-PACK,1.2,0.8,0.75,0.72
LELMECB40062642228E,CND7,12,BML901492/1,EAB-PACK,1.2,0.8,0.75,0.72
LELMECB40062642235E,CND7,12,BML901492/1,EAB-PACK,1.2,0.8,0.75,0.72
LELMECB40062642242E,CND7,12,BML901492/1,EAB-PACK,1.2,0.8,0.75,0.72
LELMECB40062642259E,CND7,12,BML901492/1,EAB-PACK,1.2,0.8,0.75,0.72
LELMECB40062642266E,CND7,12,BML901492/1,EAB-PACK,1.2,0.8,0.75,0.72
LELMECB40062560362E,CND7,38,SXK1092016/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062560393E,CND7,38,RPM1192062/5,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062560393E,CND7,38,RNT44736/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062575762E,CND7,60,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062575786E,CND7,59,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062577209E,CND7,119,SXK1255991/2,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40062577940E,CND7,119,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062577940E,CND7,104,RNT44736/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062577940E,CND7,15,RNT44736/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062616359E,CND7,6,KRC161866/2,EAB-PACK,1.2,0.8,0.62,0.595
LELMECB40062616618E,CND7,1,KRC161866/2,EAB-PACK,0.625,0.4,0.247,0.062
LELMECB40062636937E,CND7,6,RPM777523/15000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062636937E,CND7,102,RPM777523/15000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062636944E,CND7,108,RPM777523/15000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062636951E,CND7,114,RPM777523/15000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062616953E,CND7,1,KRC161818/2,EAB-PACK,0.625,0.4,0.245,0.061
LELMECB40062616960E,CND7,1,KRC161818/2,EAB-PACK,0.625,0.4,0.245,0.061
LELMECB40062616977E,CND7,1,KRC161818/2,EAB-PACK,0.625,0.4,0.245,0.061
LELMECB40062617882E,CND7,10,RPM777554/15000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40062610951E,CND7,6,KDU137949/1,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40062616915E,CND7,30,KDU127170/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062613396E,CND7,1,KRC161568/2,RTK293290/4,0.397,0.51,0.21,0.043
LELMECB40062613402E,CND7,1,KRC161568/2,RTK293290/4,0.397,0.51,0.21,0.043
LELMECB40062616076E,CND7,12,KRC161866/2,EAB-PACK,1.2,0.8,1.105,1.061
LELMECB40062616656E,CND7,1,KRC161866/2,EAB-PACK,0.625,0.4,0.247,0.062
LELMECB40062616670E,CND7,1,KRC161866/2,EAB-PACK,0.625,0.4,0.247,0.062
LELMECB40062609955E,CND7,1,KRC161650/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062609962E,CND7,1,KRC161650/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062562281E,CND7,10,KDU127170/2,EAB-PACK,0.6,0.8,0.46,0.221
LELMECB40062618315E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062624910E,CND7,1,KDU1370095/11,EAB-PACK,0.595,0.48,0.24,0.069
LELMECB40062618339E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062618346E,CND7,1,KRC161917/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062624927E,CND7,1,KDU1370095/11,EAB-PACK,0.595,0.48,0.24,0.069
LELMECB40062624941E,CND7,1,KDU1370095/11,EAB-PACK,0.595,0.48,0.24,0.069
LELMECB40062624965E,CND7,1,KDU1370095/11,EAB-PACK,0.595,0.48,0.24,0.069
LELMECB40062625337E,CND7,6,KDU1370095/11,EAB-PACK,0.99,0.76,0.835,0.628
LELMECB40062549220E,CND7,15,RPM777382/05000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40062570712E,CND7,2,NCD90178/1,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40062570712E,CND7,2,RPM777096/00115,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40062570712E,CND7,2,RPM777755/01500,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40062617356E,CND7,1,KRC1614472/11R1D,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062617370E,CND7,1,KRC1614472/11R1D,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062617387E,CND7,1,KRC1614472/11R1D,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062617394E,CND7,1,KRC1614472/11R1D,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062611514E,CND7,1,KDU137949/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062562403E,CND7,7,RNT44737/01,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062562403E,CND7,7,SEF901376/0535,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062562403E,CND7,7,SEF901377/5,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062677220E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062677237E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062677251E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062621940E,CND7,1,KRC1614473/11R1B,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062613884E,CND7,1,KRC1612229/11R1A,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062621964E,CND7,1,KRC1614473/11R1B,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062621971E,CND7,1,KRC1614473/11R1B,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062613907E,CND7,1,KRC1612229/11R1A,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062613600E,CND7,8,KRC1612229/11R1A,EAB-PACK,1.2,0.8,0.57,0.547
LELMECB40062613853E,CND7,1,KRC1612229/11R1A,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062613877E,CND7,1,KRC1612229/11R1A,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062621735E,CND7,8,KRC1614473/11R1B,EAB-PACK,1.2,0.74,0.57,0.506
LELMECB40062621926E,CND7,1,KRC1614473/11R1B,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062621933E,CND7,1,KRC1614473/11R1B,EAB-PACK,0.555,0.365,0.228,0.046
LELMECB40062563080E,CND7,14,RDH10265/3,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062563080E,CND7,14,RDH10265/25,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062563080E,CND7,14,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062563080E,CND7,7,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062563080E,CND7,7,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062563080E,CND7,14,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062609986E,CND7,1,KRC161650/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062609993E,CND7,1,KRC161650/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062610210E,CND7,1,KRC161650/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062610234E,CND7,1,KRC161650/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062624248E,CND7,8,KRC161837/2,EAB-PACK,1.2,0.8,0.65,0.624
LELMECB40062624354E,CND7,1,KRC161837/2,EAB-PACK,0.56,0.398,0.26,0.058
LELMECB40062624361E,CND7,1,KRC161837/2,EAB-PACK,0.56,0.398,0.26,0.058
LELMECB40062560324E,CND7,10,NTB1010845/1R1A,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40062556020E,CND7,2,KRY901474/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062556020E,CND7,2,RPM1192060/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062556020E,CND7,2,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062556020E,CND7,2,RDH10265/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062556020E,CND7,2,SEF901376/0214,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062556020E,CND7,2,RPM777045/03000,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552558E,CND7,2,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552558E,CND7,2,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552558E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552558E,CND7,2,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552558E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062563714E,CND7,7,RDH10265/3,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062563714E,CND7,7,RDH10265/25,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062563714E,CND7,7,RNT44737/01,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062563714E,CND7,7,SEF901377/4,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062563714E,CND7,7,SEF901376/0535,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062677275E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062677282E,CND7,1,KRC161771/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062564957E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062564957E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062564957E,CND7,2,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062564384E,CND7,4,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062564384E,CND7,4,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062564384E,CND7,4,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062564926E,CND7,6,RDH10248/2,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40062564926E,CND7,6,RPM2531619/10M,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40062564926E,CND7,6,SEF901376/0535,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40062564926E,CND7,6,SEF901377/4,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40062564926E,CND7,6,RNT44737/01,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40062564926E,CND7,6,RDH10248/1,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40062561994E,CND7,12,RDH10265/3,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062561994E,CND7,12,RDH10265/25,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062561994E,CND7,12,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062561994E,CND7,12,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062561994E,CND7,12,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062563745E,CND7,12,RDH10265/3,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062563745E,CND7,12,RDH10265/25,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062563745E,CND7,12,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062563745E,CND7,12,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062563745E,CND7,12,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062563806E,CND7,7,RDH10265/3,EAB-PACK,0.76,0.6,0.46,0.21
LELMECB40062563806E,CND7,7,RDH10265/25,EAB-PACK,0.76,0.6,0.46,0.21
LELMECB40062563806E,CND7,7,RNT44737/01,EAB-PACK,0.76,0.6,0.46,0.21
LELMECB40062563806E,CND7,7,SEF901377/4,EAB-PACK,0.76,0.6,0.46,0.21
LELMECB40062563806E,CND7,7,SEF901376/0535,EAB-PACK,0.76,0.6,0.46,0.21
LELMECB40062562373E,CND7,10,RDH10265/3,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062562373E,CND7,10,RDH10265/25,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062562373E,CND7,10,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062562373E,CND7,10,SEF901377/4,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062562373E,CND7,10,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40062552916E,CND7,2,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552916E,CND7,2,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552916E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552916E,CND7,2,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062552916E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062617141E,CND7,1,KRC161818/2,EAB-PACK,0.625,0.4,0.245,0.061
LELMECB40062617004E,CND7,1,KRC161818/2,EAB-PACK,0.625,0.4,0.245,0.061
LELMECB40062617127E,CND7,1,KRC161818/2,EAB-PACK,0.625,0.4,0.245,0.061
LELMECB40062617158E,CND7,1,KRC161818/2,EAB-PACK,0.625,0.4,0.245,0.061
LELMECB40062617134E,CND7,1,KRC161818/2,EAB-PACK,0.625,0.4,0.245,0.061
LELMECB40062676186E,CND7,16,KRC161837/2,EAB-PACK,1.2,0.8,1.15,1.104
LELMECB40062676612E,CND7,8,KRC161837/2,EAB-PACK,1.2,0.8,0.64,0.614
LELMECB40062551438E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062551438E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062551438E,CND7,3,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062550387E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062550387E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062550387E,CND7,3,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062581701E,CND7,21,RNT44737/01,RTK21717/441,1.2,0.8,0.45,0.432
LELMECB40062581701E,CND7,21,SEF901376/0535,RTK21717/441,1.2,0.8,0.45,0.432
LELMECB40062581701E,CND7,21,SEF901377/5,RTK21717/441,1.2,0.8,0.45,0.432
LELMECB40062551483E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062551483E,CND7,2,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062551483E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062570736E,CND7,1,NCD90178/1,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40062570736E,CND7,1,RPM777096/00115,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40062570736E,CND7,1,RPM777755/01500,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40062562694E,CND7,6,RDH10265/3,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062562694E,CND7,6,RDH10265/25,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062562694E,CND7,6,RNT44737/01,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062562694E,CND7,6,SEF901377/4,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062562694E,CND7,6,SEF901376/0535,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062549213E,CND7,1,NCD90178/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40062549213E,CND7,1,RPM777096/00115,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40062549213E,CND7,1,RPM777755/01500,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40062607890E,CND7,12,KRC161650/2,EAB-PACK,1.2,0.8,0.83,0.797
LELMECB40062561901E,CND7,17,RNT44737/01,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062561901E,CND7,17,SEF901376/0535,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062561901E,CND7,17,SEF901377/5,EAB-PACK,0.8,0.6,0.46,0.221
LELMECB40062613921E,CND7,1,KRC161635/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062613952E,CND7,1,KRC161635/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062613976E,CND7,1,KRC161635/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062614003E,CND7,1,KRC161635/2,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40062561215E,CND7,18,RDH10248/2,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062561215E,CND7,18,RNT44737/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062561215E,CND7,18,RPM2531619/10M,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062561215E,CND7,18,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062561215E,CND7,18,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062561215E,CND7,18,RDH10248/1,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40062590765E,CND7,16,KRC161837/2,EAB-PACK,1.2,0.8,1.15,1.104
LELMECB40062564407E,CND7,3,RDH10248/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40062564407E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
